time,x_true,y_true,yaw_true,ekf_x,ekf_y,ekf_yaw,nkf_yaw_error
19.379,2.49885,-2.79702,2.6225,2.4593,-2.75047,2.57396,0.0362603
19.4,2.49818,-2.79677,2.6241,2.45796,-2.74961,2.57396,0.0378603
19.42,2.49681,-2.79627,2.6269,2.45765,-2.74941,2.57396,0.0406603
19.43,2.49615,-2.79595,2.6281,2.4572,-2.74913,2.57396,0.0418603
19.441,2.49553,-2.79555,2.6289,2.45649,-2.74867,2.57396,0.0426603
19.451,2.49497,-2.79508,2.6296,2.45635,-2.74859,2.57396,0.0433603
19.461,2.49449,-2.79456,2.6298,2.45568,-2.74816,2.57396,0.0435603
19.471,2.49371,-2.79357,2.6295,2.45533,-2.74793,2.57396,0.0432603
19.492,2.49338,-2.7932,2.6289,2.45353,-2.74678,2.56624,0.0503823
19.504,2.49302,-2.79294,2.6279,2.4534,-2.7467,2.56554,0.0500843
19.506,2.49262,-2.79279,2.6266,2.45326,-2.74661,2.56484,0.0494863
19.512,2.49216,-2.79273,2.625,2.45246,-2.74609,2.56064,0.0520823
19.533,2.49107,-2.79268,2.6211,2.45079,-2.74498,2.55193,0.0568953
19.553,2.48982,-2.79252,2.6178,2.44993,-2.7444,2.54742,0.0581043
19.564,2.48851,-2.79214,2.6165,2.44887,-2.74369,2.54191,0.0623143
19.584,2.48792,-2.79181,2.6172,2.44669,-2.74219,2.53058,0.0743433
19.614,2.48605,-2.78951,2.6262,2.44571,-2.7415,2.52542,0.0885043
19.635,2.48572,-2.78889,2.6285,2.44369,-2.74006,2.5146,0.101617
19.655,2.4854,-2.7884,2.6299,2.44304,-2.73959,2.51109,0.106535
19.676,2.48433,-2.78787,2.6291,2.44124,-2.73827,2.50122,0.115606
19.696,2.48238,-2.78804,2.6226,2.44034,-2.7376,2.49627,0.114048
19.706,2.48083,-2.7879,2.6183,2.43861,-2.7363,2.48682,0.119201
19.747,2.47946,-2.78733,2.6166,2.43754,-2.73547,2.4809,0.123423
19.749,2.47889,-2.78685,2.6166,2.43703,-2.73508,2.47813,0.126191
19.768,2.47838,-2.7863,2.6166,2.43514,-2.73359,2.46775,0.136571
19.787,2.47792,-2.78569,2.6161,2.43496,-2.73344,2.46671,0.137109
19.798,2.47706,-2.78442,2.6122,2.43408,-2.73274,2.46187,0.138053
19.819,2.47624,-2.78338,2.6045,2.43303,-2.73189,2.45602,0.136203
19.829,2.47582,-2.78303,2.5997,2.43204,-2.73108,2.45059,0.136835
19.839,2.47539,-2.7828,2.5945,2.43125,-2.73042,2.44624,0.135985
19.87,2.47329,-2.78235,2.5737,2.42861,-2.7282,2.43189,0.129529
19.911,2.47133,-2.78116,2.5637,2.42778,-2.72749,2.42997,0.121455
19.931,2.47042,-2.78037,2.5608,2.4264,-2.7263,2.42997,0.118555
19.947,2.46935,-2.77962,2.556,2.42597,-2.72593,2.42997,0.113755
19.972,2.4682,-2.77901,2.5506,2.42459,-2.72474,2.42997,0.108355
20.013,2.46597,-2.77776,2.5518,2.4229,-2.72328,2.42997,0.109555
20.036,2.46518,-2.777,2.5547,2.42266,-2.72307,2.42997,0.112455
20.043,2.46468,-2.77643,2.5555,2.4222,-2.72267,2.42997,0.113255
20.055,2.46431,-2.77612,2.5541,2.42018,-2.72093,2.4198,0.122021
20.089,2.46389,-2.77602,2.551,2.41948,-2.72032,2.41621,0.122509
20.101,2.46364,-2.776,2.5494,2.41776,-2.71879,2.40724,0.129879
20.131,2.46333,-2.77596,2.5481,2.41764,-2.71868,2.40664,0.129177
20.133,2.46204,-2.77554,2.5465,2.41718,-2.71827,2.40425,0.129969
20.166,2.46151,-2.77526,2.5462,2.41576,-2.71698,2.39678,0.137144
20.176,2.4604,-2.77446,2.5461,2.41576,-2.71698,2.39678,0.137044
20.186,2.45937,-2.77347,2.5471,2.41576,-2.71698,2.39678,0.138044
20.207,2.45887,-2.77298,2.5473,2.41576,-2.71698,2.39678,0.138244
20.217,2.45833,-2.77253,2.5468,2.41576,-2.71698,2.39678,0.137744
20.227,2.45778,-2.77212,2.5456,2.41576,-2.71698,2.39678,0.136544
20.257,2.4567,-2.77133,2.5422,2.41576,-2.71698,2.39678,0.133144
20.268,2.45506,-2.77029,2.5333,2.41576,-2.71698,2.39678,0.124244
20.288,2.45448,-2.77,2.5289,2.41508,-2.71635,2.39322,0.123404
20.309,2.45392,-2.76974,2.5245,2.41364,-2.715,2.3859,0.126318
20.329,2.45183,-2.76882,2.5094,2.41242,-2.71386,2.3799,0.117222
20.35,2.45139,-2.76853,2.5068,2.41128,-2.71276,2.37937,0.115156
20.37,2.45065,-2.76787,2.503,2.41113,-2.71262,2.37937,0.111356
20.372,2.45031,-2.76752,2.5014,2.41098,-2.71248,2.37937,0.109756
20.401,2.44997,-2.76718,2.4994,2.41002,-2.71157,2.37937,0.107756
20.402,2.44962,-2.76687,2.4969,2.40977,-2.71132,2.37937,0.105256
20.411,2.44926,-2.76657,2.494,2.40943,-2.711,2.37937,0.102356
20.421,2.44851,-2.76605,2.4873,2.40903,-2.71062,2.37937,0.0956563
20.432,2.44807,-2.76582,2.4837,2.40798,-2.70961,2.37937,0.0920563
20.462,2.44645,-2.76502,2.4738,2.40751,-2.70916,2.37937,0.0821563
20.472,2.44581,-2.76468,2.4711,2.4074,-2.70906,2.37937,0.0794563
20.493,2.44516,-2.76428,2.4691,2.40657,-2.70827,2.37937,0.0774563
20.503,2.444,-2.76334,2.4665,2.4061,-2.70782,2.37937,0.0748563
20.514,2.44347,-2.76281,2.4654,2.4057,-2.70744,2.37937,0.0737563
20.521,2.44295,-2.76227,2.4642,2.40559,-2.70733,2.37937,0.0725563
20.534,2.44246,-2.76174,2.4628,2.40465,-2.70644,2.37937,0.0711563
20.55,2.44199,-2.76125,2.461,2.40451,-2.7063,2.37937,0.0693563
20.554,2.44151,-2.76081,2.4587,2.40436,-2.70616,2.37937,0.0670563
20.558,2.44102,-2.7604,2.4564,2.40425,-2.70606,2.37937,0.0647563
20.564,2.44049,-2.75999,2.4541,2.40389,-2.70571,2.37937,0.0624563
20.585,2.43992,-2.75957,2.4522,2.40288,-2.70474,2.37937,0.0605563
20.605,2.43874,-2.75867,2.4494,2.40255,-2.70443,2.37937,0.0577563
20.616,2.43819,-2.75817,2.4485,2.40147,-2.7034,2.37937,0.0568563
20.646,2.43682,-2.75682,2.4482,2.40085,-2.70281,2.37937,0.0565563
20.656,2.43648,-2.75651,2.4483,2.40078,-2.70274,2.37937,0.0566563
20.666,2.43619,-2.75627,2.4483,2.3998,-2.70181,2.37937,0.0566563
20.687,2.43593,-2.75611,2.4481,2.39962,-2.70164,2.37937,0.0564563
20.689,2.43567,-2.75599,2.4474,2.3993,-2.70133,2.37937,0.0557563
20.698,2.43541,-2.7559,2.4463,2.39919,-2.70122,2.37937,0.0546563
20.701,2.43511,-2.75581,2.445,2.39912,-2.70115,2.37937,0.0533563
20.717,2.43478,-2.75571,2.4436,2.3981,-2.70019,2.37937,0.0519563
20.731,2.43445,-2.75558,2.4424,2.39785,-2.69995,2.37937,0.0507563
20.738,2.43412,-2.7554,2.4419,2.39778,-2.69988,2.37937,0.0502563
20.74,2.43377,-2.75516,2.4421,2.39763,-2.69974,2.37937,0.0504563
20.748,2.43341,-2.75485,2.4433,2.39724,-2.69936,2.37937,0.0516563
20.769,2.43302,-2.75447,2.4449,2.39637,-2.69853,2.37937,0.0532563
20.789,2.43263,-2.75402,2.4467,2.3959,-2.69808,2.37937,0.0550563
20.799,2.43149,-2.75256,2.4504,2.39543,-2.69763,2.37937,0.0587563
20.809,2.43111,-2.75209,2.4511,2.39455,-2.6968,2.37661,0.0622143
20.84,2.43034,-2.75123,2.4513,2.39304,-2.69533,2.37085,0.0681713
20.852,2.42993,-2.75086,2.4509,2.39293,-2.69523,2.37045,0.0681693
20.854,2.4295,-2.75054,2.4503,2.39277,-2.69508,2.36986,0.0681663
20.86,2.42902,-2.75027,2.4497,2.39251,-2.69482,2.36886,0.0685613
20.881,2.42854,-2.75003,2.4491,2.39116,-2.6935,2.36369,0.0731353
20.902,2.42762,-2.74957,2.4481,2.39018,-2.69253,2.35994,0.0758843
20.907,2.42723,-2.74931,2.4476,2.39008,-2.69243,2.35954,0.0757783
20.922,2.42687,-2.74904,2.4472,2.3888,-2.69116,2.35462,0.0803033
20.934,2.42653,-2.74873,2.4466,2.3887,-2.69106,2.35422,0.0800973
20.936,2.42618,-2.74843,2.446,2.3886,-2.69096,2.35383,0.0798913
20.942,2.42579,-2.74812,2.4453,2.38799,-2.69035,2.35148,0.0815393
20.95,2.42538,-2.74782,2.4446,2.38789,-2.69024,2.35109,0.0812293
20.973,2.42452,-2.7472,2.4441,2.38577,-2.68809,2.34296,0.0888573
20.994,2.42413,-2.74687,2.4444,2.38567,-2.68799,2.34258,0.0895433
21.004,2.42378,-2.74654,2.445,2.38506,-2.68737,2.34026,0.0924593
21.008,2.42348,-2.74622,2.4458,2.38496,-2.68726,2.33988,0.0936453
21.024,2.42322,-2.7459,2.4468,2.38366,-2.68592,2.33479,0.0997313
21.036,2.42296,-2.7456,2.448,2.38337,-2.6856,2.33361,0.102113
21.042,2.42269,-2.74527,2.4489,2.38327,-2.6855,2.33321,0.103407
21.045,2.4224,-2.74493,2.4494,2.38312,-2.68534,2.33262,0.104502
21.047,2.42208,-2.74458,2.4492,2.38271,-2.68492,2.33103,0.105894
21.065,2.42166,-2.7442,2.4482,2.38131,-2.68344,2.32536,0.110558
21.086,2.4199,-2.74295,2.4414,2.38086,-2.68296,2.32355,0.105573
21.106,2.41924,-2.74249,2.4389,2.37938,-2.68138,2.31775,0.108867
21.137,2.41717,-2.74098,2.4318,2.3785,-2.68042,2.31439,0.105135
21.167,2.41651,-2.74056,2.4293,2.37718,-2.67899,2.30959,0.107435
21.177,2.41509,-2.73948,2.4236,2.37685,-2.67862,2.30838,0.102946
21.184,2.41478,-2.73911,2.4224,2.37675,-2.67851,2.30803,0.102092
21.188,2.41451,-2.73874,2.4215,2.37641,-2.67814,2.30685,0.102373
21.208,2.41426,-2.73839,2.4207,2.37503,-2.67661,2.30215,0.106268
21.229,2.41401,-2.73806,2.4196,2.37465,-2.67618,2.30087,0.106448
21.23,2.41371,-2.73776,2.4178,2.37455,-2.67608,2.30055,0.104968
21.239,2.41327,-2.73749,2.4153,2.37417,-2.67566,2.29928,0.103744
21.249,2.41272,-2.73724,2.4123,2.3728,-2.67412,2.29485,0.105168
21.269,2.4121,-2.73695,2.4091,2.37262,-2.6739,2.29425,0.102572
21.28,2.4103,-2.73563,2.4033,2.37186,-2.67305,2.29193,0.0990893
21.3,2.4098,-2.73501,2.4032,2.37051,-2.67151,2.28808,0.102845
21.331,2.40805,-2.73223,2.4057,2.36953,-2.67038,2.28527,0.108149
21.351,2.40759,-2.73164,2.4054,2.36809,-2.66872,2.28102,0.112103
21.372,2.40706,-2.73116,2.4044,2.36795,-2.66855,2.2806,0.111517
21.392,2.40523,-2.7303,2.3966,2.36657,-2.66695,2.27657,0.107749
21.413,2.40343,-2.72981,2.3868,2.36589,-2.66615,2.27468,0.0998443
21.423,2.40295,-2.72955,2.3848,2.36544,-2.66561,2.27351,0.0990093
21.444,2.40254,-2.7292,2.3835,2.36413,-2.66406,2.27037,0.100854
21.457,2.40218,-2.72875,2.3827,2.36381,-2.66369,2.26963,0.100789
21.464,2.40157,-2.72759,2.3822,2.36341,-2.6632,2.26871,0.101216
21.495,2.40081,-2.7262,2.3815,2.36206,-2.66159,2.26565,0.10357
21.505,2.39912,-2.72433,2.3784,2.36165,-2.66111,2.26474,0.101379
21.516,2.39843,-2.72385,2.3772,2.36116,-2.66052,2.26365,0.101276
21.536,2.39701,-2.7231,2.3748,2.35961,-2.65865,2.26032,0.102201
21.558,2.39571,-2.72239,2.3713,2.35931,-2.65828,2.25966,0.0993593
21.577,2.39474,-2.72151,2.3679,2.35777,-2.65641,2.25653,0.0990913
21.628,2.39331,-2.71929,2.3634,2.35581,-2.65401,2.25287,0.0982513
21.648,2.39239,-2.71835,2.3607,2.35559,-2.65374,2.25249,0.0959363
21.659,2.39125,-2.71764,2.3567,2.35407,-2.65186,2.25,0.0944223
21.7,2.38877,-2.71624,2.3486,2.35325,-2.65084,2.24878,0.0875413
21.72,2.38785,-2.71514,2.3487,2.35193,-2.6492,2.2471,0.0893173
21.735,2.38725,-2.71375,2.3506,2.35142,-2.64857,2.24648,0.0918413
21.761,2.38678,-2.71242,2.3523,2.34976,-2.6465,2.24435,0.0956693
21.791,2.38473,-2.71075,2.3468,2.34891,-2.64543,2.24319,0.0913343
21.822,2.38313,-2.71009,2.3419,2.34819,-2.64453,2.24219,0.0874303
21.832,2.38172,-2.70928,2.3398,2.34671,-2.64266,2.24061,0.0869163
21.858,2.38076,-2.70832,2.3397,2.34616,-2.64197,2.24005,0.0873753
21.873,2.38033,-2.70728,2.3405,2.34486,-2.64032,2.23877,0.0894503
21.924,2.37945,-2.70517,2.3399,2.343,-2.63797,2.23684,0.0907823
21.965,2.37679,-2.70316,2.3367,2.34212,-2.63684,2.23592,0.0884993
21.985,2.37515,-2.70204,2.3359,2.34082,-2.63519,2.23469,0.0889313
22.006,2.37388,-2.70088,2.3349,2.34032,-2.63454,2.23423,0.0883873
22.026,2.37309,-2.69982,2.3347,2.33877,-2.63256,2.23283,0.0895933
22.067,2.37114,-2.69731,2.3334,2.33693,-2.6302,2.23116,0.0899653
22.108,2.36979,-2.69635,2.332,2.33531,-2.6281,2.22967,0.0900473
22.179,2.36618,-2.69273,2.3304,2.33368,-2.62601,2.22829,0.0898273
22.18,2.36573,-2.69166,2.3315,2.33368,-2.62601,2.22829,0.0909273
22.2,2.36519,-2.69083,2.3313,2.3321,-2.62396,2.22687,0.0921493
22.227,2.36422,-2.69019,2.3295,2.3319,-2.62369,2.22668,0.0905393
22.24,2.36279,-2.68952,2.3264,2.33132,-2.62294,2.22615,0.0879713
22.261,2.36123,-2.6885,2.3243,2.32954,-2.62062,2.22471,0.0873153
22.301,2.35923,-2.68564,2.328,2.32829,-2.619,2.22375,0.0919753
22.322,2.3587,-2.68426,2.3294,2.32792,-2.61851,2.22343,0.0936873
22.342,2.35794,-2.68321,2.3284,2.3266,-2.61678,2.22219,0.0939293
22.36,2.35675,-2.68253,2.3246,2.32598,-2.61597,2.22158,0.0907443
22.383,2.35523,-2.68201,2.3201,2.32479,-2.6144,2.22045,0.0873703
22.424,2.35286,-2.68029,2.3178,2.3236,-2.61284,2.21961,0.0859163
22.444,2.35241,-2.67891,2.3215,2.32275,-2.61172,2.2191,0.0901193
22.454,2.35196,-2.67735,2.3248,2.32227,-2.61108,2.2188,0.0937193
22.485,2.35126,-2.67599,2.3256,2.32051,-2.60875,2.21739,0.0959353
22.525,2.3488,-2.67454,2.3189,2.31969,-2.60767,2.21665,0.0899673
22.546,2.34733,-2.67413,2.3146,2.31838,-2.60593,2.21564,0.0866803
22.561,2.34612,-2.67333,2.3129,2.31813,-2.6056,2.21547,0.0851543
22.587,2.34531,-2.67201,2.3146,2.31664,-2.60361,2.21461,0.0877083
22.617,2.34402,-2.6685,2.3221,2.31591,-2.60264,2.21419,0.0956283
22.638,2.3431,-2.667,2.322,2.31457,-2.60085,2.21304,0.0966863
22.655,2.34184,-2.66607,2.3183,2.31404,-2.60014,2.21254,0.0934803
22.679,2.34039,-2.66558,2.3139,2.31274,-2.5984,2.21145,0.0901703
22.7,2.33896,-2.66521,2.3094,2.31245,-2.59801,2.21123,0.0858943
22.729,2.33783,-2.66455,2.3072,2.31097,-2.59603,2.21036,0.0845583
22.76,2.33666,-2.66162,2.3121,2.31017,-2.59495,2.21,0.0898183
22.78,2.33611,-2.65992,2.3151,2.30889,-2.59323,2.20928,0.0935383
22.801,2.33523,-2.65856,2.3159,2.30837,-2.59252,2.2089,0.0947193
22.821,2.33396,-2.65773,2.3132,2.30695,-2.59061,2.20774,0.0931853
22.862,2.33105,-2.65678,2.305,2.3061,-2.58947,2.20706,0.0856663
22.883,2.32993,-2.65583,2.3043,2.30471,-2.58758,2.20634,0.0856863
22.9,2.32923,-2.65443,2.3066,2.30423,-2.58693,2.20612,0.0882023
22.923,2.32881,-2.65287,2.31,2.30284,-2.58504,2.20537,0.0923523
22.964,2.32755,-2.65043,2.3108,2.30212,-2.58406,2.20491,0.0936153
22.984,2.32629,-2.64964,2.3079,2.30075,-2.5822,2.20386,0.0917583
23.005,2.32467,-2.64889,2.3038,2.30027,-2.58155,2.20354,0.0879823
23.025,2.32322,-2.64798,2.3004,2.29904,-2.57987,2.20285,0.0852723
23.042,2.32224,-2.64688,2.3002,2.29884,-2.5796,2.20275,0.0851723
23.066,2.32166,-2.64566,2.3029,2.29722,-2.57739,2.1968,0.0938243
23.097,2.32078,-2.64318,2.3074,2.29573,-2.57531,2.18704,0.108084
23.129,2.31979,-2.64217,2.3051,2.29554,-2.57505,2.18582,0.107004
23.148,2.31831,-2.6413,2.3007,2.29499,-2.57427,2.18216,0.106264
23.179,2.31671,-2.64047,2.2968,2.29426,-2.57322,2.17728,0.107244
23.189,2.31546,-2.63954,2.2952,2.29426,-2.57322,2.17728,0.105644
23.209,2.31471,-2.63848,2.2962,2.29318,-2.57166,2.17014,0.113784
23.24,2.31389,-2.63632,2.2942,2.29152,-2.56921,2.15895,0.12297
23.301,2.31216,-2.63533,2.2668,2.28978,-2.56659,2.14705,0.10747
23.326,2.3117,-2.63522,2.2629,2.28923,-2.56574,2.14324,0.107378
23.342,2.31151,-2.63483,2.2615,2.28834,-2.56436,2.13706,0.112166
23.368,2.31144,-2.63426,2.2598,2.2882,-2.56415,2.1361,0.111418
23.383,2.31132,-2.63364,2.2564,2.2878,-2.56351,2.13325,0.110874
23.393,2.31096,-2.63309,2.2513,2.28656,-2.56154,2.12444,0.11458
23.444,2.30957,-2.63213,2.2391,2.28515,-2.55925,2.11433,0.112494
23.464,2.30891,-2.63164,2.2347,2.28496,-2.55893,2.11294,0.109486
23.495,2.30836,-2.6311,2.2312,2.28378,-2.55696,2.10435,0.11457
23.507,2.30803,-2.63057,2.2283,2.28362,-2.55669,2.10319,0.11283
23.525,2.3079,-2.63007,2.2254,2.28315,-2.55589,2.09971,0.11341
23.546,2.30784,-2.62963,2.2221,2.28215,-2.55418,2.09229,0.117534
23.559,2.30782,-2.62928,2.2184,2.28175,-2.55348,2.08927,0.11685
23.587,2.30764,-2.62899,2.2143,2.28077,-2.55175,2.08185,0.120174
23.607,2.30725,-2.62874,2.2103,2.28062,-2.55148,2.08069,0.117334
23.617,2.30676,-2.62852,2.2062,2.27941,-2.54932,2.07141,0.122514
23.658,2.30559,-2.6278,2.1953,2.27879,-2.54817,2.06654,0.116486
23.703,2.30511,-2.62668,2.189,2.26639,-2.52104,2.0929,0.00747797
23.72,2.30501,-2.62613,2.1857,2.26537,-2.51927,2.08524,0.011834
23.76,2.30451,-2.62554,2.1753,2.26479,-2.51824,2.08083,0.00584198
23.781,2.3041,-2.62531,2.168,2.26347,-2.51586,2.07062,0.00874996
23.812,2.30303,-2.62446,2.1522,2.26246,-2.51401,2.06274,0.000837995
23.862,2.30178,-2.62227,2.1398,2.2611,-2.51146,2.05199,0.00082002
23.903,2.3011,-2.62072,2.1364,2.26051,-2.51032,2.04725,0.000525959
23.924,2.30124,-2.62065,2.1363,2.25956,-2.50848,2.03956,0.00810999
23.954,2.30067,-2.62062,2.1223,2.25904,-2.50744,2.03527,0.00159605
23.975,2.30015,-2.6204,2.1127,2.25814,-2.50564,2.02781,0.00373805
24.006,2.2996,-2.61997,2.1031,2.25774,-2.50482,2.02442,0.00994803
24.016,2.29909,-2.61938,2.0957,2.25686,-2.50301,2.01696,0.00989003
24.046,2.29873,-2.61866,2.0913,2.25673,-2.50273,2.01583,0.01316
24.057,2.29855,-2.61795,2.0892,2.25571,-2.50058,2.00702,0.00644605
24.088,2.29848,-2.61737,2.0872,2.2556,-2.50036,2.00612,0.007542
24.097,2.29845,-2.61692,2.0841,2.25519,-2.49948,2.0025,0.00702605
24.118,2.29829,-2.61655,2.0801,2.25438,-2.4977,1.99527,0.00379404
24.148,2.29793,-2.61619,2.0756,2.25408,-2.49704,1.99256,0.00558202
24.179,2.29742,-2.61579,2.071,2.25366,-2.49609,1.98871,0.00634003
24.181,2.29692,-2.61529,2.0665,2.25366,-2.49609,1.98871,0.01084
24.21,2.29649,-2.61472,2.0611,2.24674,-2.48092,1.99839,0.00560091
24.228,2.29594,-2.61356,2.0499,2.24623,-2.47981,1.99383,0.0010391
24.248,2.29568,-2.61296,2.045,2.24545,-2.47808,1.98676,0.00112888
24.279,2.29543,-2.61244,2.041,2.24469,-2.47635,1.97969,0.00419691
24.31,2.29519,-2.612,2.0374,2.24445,-2.47579,1.97741,0.00287691
24.32,2.29503,-2.61161,2.0339,2.24413,-2.47506,1.97445,0.00234091
24.333,2.2949,-2.61127,2.03,2.24334,-2.47321,1.96692,0.00596491
24.382,2.29433,-2.61042,2.0188,2.24281,-2.47194,1.96166,2.29E-05
24.402,2.29388,-2.61,2.0115,2.24213,-2.47027,1.95453,0.000147111
24.432,2.29345,-2.60962,2.0033,2.24147,-2.46862,1.94739,0.00119808
24.484,2.29318,-2.60852,1.9862,2.24031,-2.46567,1.93445,0.00536208
24.507,2.29338,-2.60837,1.9835,2.24021,-2.46541,1.93329,0.00690711
24.512,2.2935,-2.60836,1.9789,2.23986,-2.46447,1.92914,0.00734908
24.561,2.29343,-2.60837,1.971,2.23911,-2.46247,1.92036,0.00647111
24.591,2.29268,-2.60771,1.9525,2.23843,-2.46059,1.91206,0.0166681
24.622,2.29202,-2.60636,1.9383,2.23808,-2.45961,1.9077,0.0265111
24.632,2.29183,-2.60588,1.9343,2.23747,-2.45784,1.89995,0.0227591
24.662,2.29178,-2.6056,1.9302,2.23725,-2.45721,1.89722,0.0241301
24.682,2.29184,-2.6054,1.9247,2.23668,-2.45551,1.88973,0.0221391
24.702,2.29187,-2.60523,1.9196,2.23653,-2.45505,1.88768,0.0251961
24.723,2.29175,-2.60498,1.9147,2.23397,-2.44912,1.88606,0.00424002
24.764,2.29116,-2.6038,1.9034,2.23321,-2.44675,1.87574,0.00326302
24.804,2.29042,-2.60268,1.8901,2.23297,-2.44598,1.87239,0.00668696
24.825,2.29013,-2.60252,1.8835,2.23228,-2.44375,1.86281,0.00371098
24.855,2.28962,-2.60199,1.8762,2.23197,-2.4427,1.85827,0.00647
24.886,2.28939,-2.60177,1.8694,2.23154,-2.44125,1.85202,0.00701999
24.916,2.2883,-2.60094,1.8534,2.2312,-2.44005,1.84686,0.01786
24.937,2.2877,-2.60057,1.8451,2.23077,-2.43855,1.84048,0.019783
24.967,2.28725,-2.60029,1.8374,2.23058,-2.43785,1.83752,0.024516
24.977,2.28685,-2.59999,1.8291,2.23016,-2.43632,1.83102,0.026319
24.999,2.28641,-2.59963,1.8199,2.22999,-2.43568,1.8283,0.032802
25.018,2.28588,-2.59922,1.8108,2.22962,-2.43425,1.82226,0.035864
25.069,2.28491,-2.59845,1.7968,2.22902,-2.43187,1.81238,0.039982
25.109,2.28457,-2.5981,1.7871,2.22856,-2.42999,1.80465,0.041948
25.13,2.28442,-2.5979,1.782,2.22845,-2.42954,1.80283,0.045227
25.136,2.28415,-2.59754,1.7758,2.22832,-2.429,1.8006,0.049205
25.17,2.28367,-2.59684,1.7672,2.22806,-2.42787,1.79599,0.053189
25.201,2.28312,-2.59507,1.7546,2.22789,-2.42715,1.79302,0.062824
25.221,2.28319,-2.59419,1.7526,2.22755,-2.42562,1.78682,0.058618
25.252,2.28734,-2.5909,1.776,2.2271,-2.42356,1.77852,0.026919
25.303,2.2855,-2.58756,1.7667,2.22664,-2.42135,1.76956,0.027263
25.333,2.28525,-2.58804,1.7605,2.22652,-2.42073,1.76703,0.030935
25.343,2.28494,-2.58846,1.7554,2.22613,-2.41876,1.75912,0.028119
25.394,2.28431,-2.5881,1.7484,2.22582,-2.41712,1.75258,0.028578
25.415,2.28407,-2.58763,1.7446,2.22578,-2.41693,1.75181,0.03161
25.425,2.28405,-2.58676,1.7409,2.22566,-2.41625,1.74913,0.03263
25.445,2.28423,-2.5854,1.737,2.22535,-2.41452,1.74228,0.029678
25.486,2.2845,-2.58323,1.7329,2.2251,-2.41307,1.73659,0.028091
25.526,2.28421,-2.57627,1.7211,2.22465,-2.41029,1.72581,0.029115
25.577,2.28315,-2.57686,1.7113,2.22449,-2.40925,1.72179,0.034891
25.587,2.2829,-2.57828,1.707,2.22427,-2.40786,1.71635,0.033753
25.618,2.28313,-2.57887,1.7048,2.22419,-2.40725,1.714,0.0336
25.638,2.2836,-2.57805,1.7031,2.22399,-2.4059,1.70875,0.030051
25.669,2.28371,-2.57494,1.697,2.22385,-2.40483,1.70459,0.031993
25.679,2.28344,-2.5741,1.6917,2.22367,-2.40348,1.6994,0.032097
25.72,2.28301,-2.57365,1.6847,2.22347,-2.40194,1.69351,0.033206
25.74,2.28269,-2.5735,1.6781,2.2234,-2.40138,1.69138,0.037678
25.76,2.2826,-2.57328,1.6725,2.22323,-2.39994,1.68589,0.037791
25.781,2.28254,-2.57234,1.6677,2.2232,-2.3997,1.68501,0.041709
25.784,2.28253,-2.5706,1.6649,2.22311,-2.39896,1.68219,0.041693
25.811,2.28251,-2.56908,1.6628,2.22303,-2.39816,1.67922,0.040823
25.822,2.28239,-2.56826,1.66,2.22283,-2.39639,1.67261,0.037011
25.855,2.28225,-2.56803,1.6562,2.2228,-2.39601,1.67122,0.039419
25.872,2.28221,-2.56817,1.6519,2.22262,-2.39428,1.66481,0.037309
25.903,2.28234,-2.56836,1.6481,2.2226,-2.39405,1.66395,0.040246
25.905,2.28245,-2.56812,1.6458,2.22253,-2.3933,1.66119,0.039794
25.923,2.28233,-2.56706,1.6437,2.22242,-2.39204,1.65655,0.03725
25.954,2.28194,-2.56515,1.64,2.22235,-2.39129,1.65381,0.038208
25.974,2.28145,-2.56285,1.6347,2.22224,-2.3899,1.64874,0.038438
26.015,2.28114,-2.55986,1.6225,2.22216,-2.38889,1.64505,0.046955
26.025,2.28146,-2.56021,1.6171,2.22204,-2.38723,1.63894,0.046241
26.055,2.28188,-2.56096,1.6119,2.22202,-2.38696,1.63795,0.050455
26.076,2.2822,-2.56144,1.6075,2.22192,-2.38544,1.6324,0.049296
26.106,2.28225,-2.5614,1.6036,2.22183,-2.38391,1.62685,0.047654
26.127,2.28209,-2.5612,1.5989,2.22181,-2.38359,1.62571,0.051213
26.136,2.28176,-2.56049,1.5858,2.22176,-2.38274,1.62262,0.061216
26.167,2.28175,-2.55961,1.5798,2.22169,-2.38117,1.61699,0.061594
26.249,2.28206,-2.56073,1.5741,2.22153,-2.37735,1.60347,0.053769
26.279,2.28174,-2.56308,1.567,2.2215,-2.37645,1.60029,0.057689
26.31,2.28148,-2.56375,1.5607,2.22146,-2.37492,1.5949,0.0586
26.327,2.28141,-2.56364,1.5542,2.22144,-2.37433,1.59285,0.063046
26.35,2.28144,-2.56279,1.548,2.22141,-2.37285,1.58765,0.064055
26.391,2.28182,-2.5586,1.5376,2.22139,-2.37127,1.5822,0.069004
26.421,2.2822,-2.55336,1.5277,2.22137,-2.36983,1.57726,0.073963
26.452,2.28223,-2.55188,1.5216,2.22137,-2.36857,1.57297,0.075767
26.468,2.28215,-2.55129,1.5159,2.22137,-2.36799,1.57098,0.079478
26.482,2.28203,-2.55102,1.5105,2.22137,-2.36671,1.56657,0.080469
26.513,2.282,-2.54976,1.5041,2.22137,-2.3664,1.56551,0.085809
26.517,2.28206,-2.54787,1.4978,2.22137,-2.3657,1.56309,0.089693
26.544,2.28218,-2.54615,1.4933,2.22138,-2.36445,1.55883,0.08993
26.574,2.28231,-2.54515,1.4911,2.22139,-2.36381,1.55663,0.089928
